lsl_timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,gesture
5976.1248542,-1.2674223184585571,27.162872314453125,24.441911697387695,20.360082626342773,6.223211288452148,-6.729215145111084,-16.965072631835938,-68.78520202636719,None
5976.1288542,-2.5128912925720215,28.720699310302734,35.937137603759766,46.007057189941406,45.85997009277344,56.74881362915039,106.9811019897461,26.373018264770508,None
5976.1328542,-3.643965482711792,28.05196189880371,41.68859100341797,59.56544494628906,69.74503326416016,89.57413482666016,180.6286163330078,105.05215454101562,None
5976.1368542,-4.703678607940674,25.51139259338379,40.52128219604492,58.48619079589844,66.83988189697266,76.55594635009766,131.46258544921875,90.66053771972656,None
5976.1408542,-5.718237400054932,21.60077476501465,33.31911087036133,42.63911056518555,35.37382888793945,26.001007080078125,-24.732303619384766,-8.782559394836426,None
5976.1448542,-6.673691749572754,16.815587997436523,22.27362823486328,16.095190048217773,-11.464988708496094,-36.05674362182617,-174.5678253173828,-100.32830810546875,None
5976.1488542,-7.557864189147949,11.375659942626953,9.43021297454834,-12.680342674255371,-53.13236999511719,-78.86019134521484,-208.72161865234375,-97.35175323486328,None
5976.1528542,-8.333174705505371,5.115899085998535,-4.718202590942383,-35.344215393066406,-72.62422180175781,-82.7392807006836,-125.72813415527344,-2.2332653999328613,None
5976.1568541999995,-8.96139907836914,-2.0887532234191895,-19.814985275268555,-47.62350082397461,-62.24722671508789,-44.95968246459961,-8.242242813110352,96.18209838867188,None
5976.160854199999,-9.502620697021484,-9.659278869628906,-33.213905334472656,-49.434715270996094,-28.431476593017578,17.58979606628418,64.08523559570312,100.7518310546875,None
5976.1948154,-9.975570678710938,-16.60582733154297,-41.18020248413086,-41.78847885131836,11.829601287841797,70.20417022705078,57.75702667236328,-0.5949426889419556,None
5976.1988154,-10.203825950622559,-22.317480087280273,-42.2244987487793,-24.303653717041016,44.201045989990234,81.45585632324219,-11.29343032836914,-112.17694854736328,None
5976.2028154,-10.07255744934082,-26.4625186920166,-37.30900573730469,2.0837390422821045,62.28913879394531,45.49100875854492,-87.32650756835938,-120.3376693725586,None
5976.2068154,-9.707246780395508,-28.674226760864258,-27.59918785095215,30.849681854248047,61.31605529785156,-17.352766036987305,-107.35688781738281,-13.460015296936035,None
5976.2108154,-9.243925094604492,-28.748350143432617,-14.385477066040039,51.439109802246094,37.55987548828125,-72.19561004638672,-50.98640060424805,105.24483489990234,None
5976.2148154,-8.737186431884766,-26.878040313720703,0.1495237648487091,56.106361389160156,-2.9563846588134766,-86.01492309570312,39.20361328125,128.32188415527344,None
5976.2188154,-8.279092788696289,-23.5336856842041,14.385329246520996,45.155616760253906,-43.35468292236328,-49.64777374267578,96.16007995605469,40.921722412109375,None
5976.2228153999995,-7.8898491859436035,-19.206422805786133,27.645421981811523,24.599088668823242,-66.4352035522461,13.309081077575684,85.97560119628906,-82.45794677734375,None
5976.226815399999,-7.3326873779296875,-14.234533309936523,38.12389373779297,-0.2952491044998169,-63.89912796020508,66.0307388305664,24.525480270385742,-137.70355224609375,None
5976.230815399999,-6.344887733459473,-8.46928596496582,42.648075103759766,-26.144195556640625,-37.57466125488281,84.03083801269531,-44.59942626953125,-75.7027359008789,None
5976.3286129,-5.020157337188721,-1.5232658386230469,39.24418640136719,-48.097381591796875,3.251999855041504,61.179691314697266,-74.29664611816406,41.250396728515625,None
5976.3326129,-3.671544313430786,6.25583028793335,29.12056541442871,-59.224605560302734,43.66463851928711,6.246678829193115,-39.81092071533203,98.83617401123047,None
5976.3366129,-2.4153435230255127,13.760848999023438,15.763237953186035,-54.413291931152344,66.39142608642578,-56.36848449707031,39.18841552734375,51.00969696044922,None
5976.3406128999995,-1.150451421737671,19.99947166442871,2.0196890830993652,-35.20684051513672,61.57286834716797,-91.66729736328125,109.43909454345703,-42.63949203491211,None
5976.344612899999,0.16645988821983337,24.566986083984375,-11.374448776245117,-8.533587455749512,34.27922821044922,-74.29935455322266,121.368408203125,-89.81858825683594,None
